policy,outcome,hit,error_m,landing_xy,release_xy,decision_s,release_s,fall_s,seed,blocked_reason,return,episode_s
random,miss,False,0.17553523465189125,"[0.015776943407482286, -0.17482478846265373]","[-0.0054864248331450705, -0.25703352159336174]",1.3,1.4801905849855954,0.47483327636441836,84000114,,-11.617927480306395,1.4801905849855954
random,hit,True,0.05644081948425419,"[-0.05448558284545657, 0.01472709632089965]","[-0.036449034722551954, 0.043113786692467945]",4.3,4.439041949808012,0.44662816639051306,84000115,,6.1710198570285995,4.439041949808012
random,miss,False,0.1770172003927283,"[-0.1232160074619166, 0.1270940783043185]","[-0.1527836810263972, 0.16101625350660506]",3.1,3.286409936610157,0.459542777679072,84000116,,-12.191589168018778,3.286409936610157
random,miss,False,0.1408429207131342,"[-0.09691098650053026, 0.102200729011589]","[-0.1854877443340982, 0.11203994698260628]",2.7,2.8618071226251742,0.5222997205773927,84000117,,-9.370083624853539,2.8618071226251742
random,miss,False,0.2940123234489144,"[0.10706270371607937, 0.27382626574679075]","[0.11153608030937887, 0.37767533190737806]",0.6000000000000001,0.7523800676578607,0.5303920781985795,84000118,,-16.15,0.7523800676578607
random,miss,False,0.2844026525449245,"[-0.11158945728837932, 0.26159637191038027]","[-0.10482432714055556, 0.3935380892476065]",0.30000000000000004,0.47686205799885534,0.5358084619168695,84000119,,-16.075,0.47686205799885534
random,miss,False,0.18446270444709184,"[0.17646307538935474, -0.05373334491790046]","[0.24616241389915006, -0.08856661478670118]",2.9000000000000004,3.1400006522769375,0.5410739102654122,84000120,,-12.778606942469859,3.1400006522769375
random,miss,False,0.8690392028203753,"[0.41437222221327635, 0.76388794825989]","[0.4969392096119404, 0.9119730957319616]",0.2,0.38360103172827953,0.5352862140877569,84000121,,-16.05,0.38360103172827953
random,miss,False,0.08502222688082742,"[-0.07176553581784573, 0.045590425886938096]","[-0.16712879335115421, 0.10058658614417193]",1.7000000000000002,1.9317099762624963,0.5324391406597365,84000122,,-6.135953624562105,1.9317099762624963
random,miss,False,0.16068159571320811,"[0.03348655745989795, -0.1571535098889866]","[0.04288055222185583, -0.18091117398871773]",2.4000000000000004,2.52792216016615,0.48799462042123803,84000123,,-10.710905373004227,2.52792216016615
random,miss,False,0.10639772449374073,"[-0.0345415489655547, -0.10063477119021111]","[-0.042922843484840045, -0.1892538487290918]",2.7,2.9169991618393256,0.503948563356927,84000124,,-7.354402550874783,2.9169991618393256
random,miss,False,0.12777086088683837,"[0.0005502839258001713, 0.1277696758991147]","[0.003456557133308183, 0.17161273298871982]",2.6,2.8138458597992497,0.5231467624260361,84000125,,-8.513998317577231,2.8138458597992497
random,miss,False,0.24739327498501204,"[0.13085154997032417, -0.20995548189598084]","[0.14221305335596118, -0.25791390363252764]",2.6,2.812958911234649,0.5070252910983993,84000126,,-16.65,2.812958911234649
random,miss,False,0.15987168351171552,"[-0.05412392984333102, -0.1504312314886251]","[-0.05433276144336312, -0.2022460023119874]",2.6,2.826034745386778,0.5063385063975665,84000127,,-10.699456849436716,2.826034745386778
random,miss,False,0.18764767382308722,"[0.0417045942419913, 0.18295457444493318]","[0.09021779377899236, 0.25385672991019936]",1.6,1.8310632635946154,0.4868533779983229,84000128,,-12.734118222772954,1.8310632635946154
random,miss,False,0.1195928344468508,"[-0.049925309125208886, -0.10867340778582495]","[-0.10273721136646725, -0.11757804204956211]",3.1,3.2650399088924678,0.4529505373018673,84000129,,-8.160194331605176,3.2650399088924678
random,miss,False,0.18122523203027274,"[-0.17111451553602972, 0.05968590534871726]","[-0.2048020790833339, 0.0924414635731455]",2.9000000000000004,3.0881276039054173,0.4425727543915515,84000130,,-12.498392834183713,3.0881276039054173
